2000/01;2002/03;2004/05;2006/07;2008/09;2010/11;2012/13;2014/15;2016/17;2017/18;IBGE_LEGEND;POINT_ID;STRATUM;BIOME;geometry
Em Conversao;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;2Sd - Savana Florestada;257;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-52.16075505910762,-10.362172746286948],[-52.15864552879045,-10.362172773061557],[-52.15864552879045,-10.360128515161856],[-52.16075505910762,-10.360128512678383],[-52.16075505910762,-10.362172746286948]]]}"
Floresta;Floresta;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;2Sd - Savana Florestada;258;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-52.15034213283973,-10.366305557172742],[-52.14823259751067,-10.366305560225832],[-52.14823259751067,-10.364216971496415],[-52.15034213283973,-10.364216920936416],[-52.15034213283973,-10.366305557172742]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;2Sd - Savana Florestada;259;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-51.954695889957144,-10.37248244066523],[-51.952631209935014,-10.372482465175292],[-51.952631209935014,-10.370438299424537],[-51.954695889957144,-10.370438299736431],[-51.954695889957144,-10.37248244066523]]]}"
Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;1Spf - Savana Parque com floresta-de-galeria;260;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-50.52300875819071,-10.378659258054657],[-50.520899224240075,-10.378659247313793],[-50.520899224240075,-10.376615145161308],[-50.52300875819071,-10.37661517631733],[-50.52300875819071,-10.378659258054657]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;261;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-56.85963143225133,-10.382791833575235],[-56.857566834324516,-10.382791884443515],[-56.857566834324516,-10.38070330520071],[-56.85963143225133,-10.380703363295193],[-56.85963143225133,-10.382791833575235]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;2Sd - Savana Florestada;262;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-51.50312511039223,-10.388968431703546],[-51.501060505371875,-10.388968401567595],[-51.501060505371875,-10.386924420283671],[-51.50312511039224,-10.386924403925203],[-51.50312511039223,-10.388968431703546]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;263;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-57.68786277368669,-10.391012474337307],[-57.68579813282948,-10.391012441564905],[-57.68579813282948,-10.388968402245283],[-57.68786277368669,-10.388968397613162],[-57.68786277368669,-10.391012474337307]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;1Asc - Floresta Ombrófila Aberta Submontana com cipós;264;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-53.827630674952864,-10.39101241299443],[-53.825521130322635,-10.391012423928554],[-53.825521130322635,-10.388968439816738],[-53.82763067495287,-10.388968457057679],[-53.827630674952864,-10.39101241299443]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Em Conversao;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;265;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-54.56012595122724,-10.401321180556836],[-54.55806131207306,-10.401321212408218],[-54.55806131207305,-10.399277233682671],[-54.56012595122724,-10.399277232573091],[-54.56012595122724,-10.401321180556836]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;266;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-54.0440578888731,-10.409585765806495],[-54.041948371767596,-10.40958576629552],[-54.041948371767596,-10.407497416474195],[-54.04405788887309,-10.40749737150592],[-54.0440578888731,-10.409585765806495]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;4Ap - Pecuária (pastagens);267;3;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-50.96416659451673,-10.411629599464428],[-50.96205702490682,-10.41162962407642],[-50.96205702490682,-10.409585748241488],[-50.964166594516726,-10.40958574517295],[-50.96416659451673,-10.411629599464428]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Dsu - Floresta Ombrófila Densa Submontana com dossel uniforme;268;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-61.00913641046758,-10.421937670519512],[-61.00707173999307,-10.421937683647847],[-61.00707173999307,-10.41984940691217],[-61.00913641046758,-10.419849437021226],[-61.00913641046758,-10.421937670519512]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;3Acc - Agricultura com Culturas Cíclicas;269;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-56.58288105857179,-10.421937639021827],[-56.580771598862235,-10.42193764554676],[-56.580771598862235,-10.419849448582285],[-56.58288105857179,-10.4198494014229],[-56.58288105857179,-10.421937639021827]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Em Conversao;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;270;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-54.676687840637385,-10.423981446052878],[-54.6745783086111,-10.423981503551598],[-54.6745783086111,-10.421937671675181],[-54.676687840637385,-10.421937717005209],[-54.676687840637385,-10.423981446052878]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;271;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-53.419731286468256,-10.423981508168742],[-53.41766671618117,-10.42398148707089],[-53.41766671618117,-10.421937651868427],[-53.419731286468256,-10.421937701221603],[-53.419731286468256,-10.423981508168742]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;1Asc - Floresta Ombrófila Aberta Submontana com cipós;272;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-51.65922920022529,-10.423981498780334],[-51.657119705196166,-10.423981486685348],[-51.65711970519616,-10.421937653114671],[-51.65922920022528,-10.42193768843347],[-51.65922920022529,-10.423981498780334]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;273;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-52.939031316396324,-10.432245433554503],[-52.93696663916706,-10.43224540634368],[-52.93696663916706,-10.430157248346243],[-52.939031316396324,-10.430157230348051],[-52.939031316396324,-10.432245433554503]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;274;3;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-50.870495181597015,-10.444596457311674],[-50.868430483399585,-10.444596399456215],[-50.868430483399585,-10.442508326168024],[-50.870495181597015,-10.442508335543568],[-50.870495181597015,-10.444596457311674]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;3Acc - Agricultura com Culturas Cíclicas;275;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-55.554829323324654,-10.448683751892869],[-55.552764743831396,-10.448683728926612],[-55.552764743831396,-10.446640107915727],[-55.554829323324654,-10.446640090511728],[-55.554829323324654,-10.448683751892869]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;276;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-53.41766671618117,-10.45281540402034],[-53.41555712732423,-10.452815387232068],[-53.41555712732422,-10.450771803884193],[-53.41766671618117,-10.450771776218073],[-53.41766671618117,-10.45281540402034]]]}"
Floresta;Floresta;Floresta;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;1Asc - Floresta Ombrófila Aberta Submontana com cipós;277;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-51.578035348103164,-10.456946978295715],[-51.575970653496654,-10.456946978512256],[-51.57597065349666,-10.454903398662932],[-51.57803534810316,-10.454903422544751],[-51.578035348103164,-10.456946978295715]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;278;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-57.28418251984654,-10.458990550808895],[-57.28207296556642,-10.458990521261072],[-57.282072965566414,-10.456946967584269],[-57.28418251984654,-10.456946958388945],[-57.28418251984654,-10.458990550808895]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Pastagem;Pastagem;Pastagem;Pastagem;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;279;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-53.6881782607507,-10.458990535776774],[-53.686113640725836,-10.45899051913702],[-53.686113640725836,-10.456946987596018],[-53.6881782607507,-10.456946961138994],[-53.6881782607507,-10.458990535776774]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;2Sd - Savana Florestada;280;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-51.193071380807574,-10.465165600184042],[-51.19100672392675,-10.46516559022382],[-51.19100672392675,-10.463122037915683],[-51.193071380807574,-10.463122071086227],[-51.193071380807574,-10.465165600184042]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Asp - Floresta Ombrófila Aberta Submontana com palmeiras;281;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-60.424396915910755,-10.469297033899712],[-60.422332235648724,-10.469297057976535],[-60.422332235648724,-10.467253522807681],[-60.424396915910755,-10.467253541635317],[-60.424396915910755,-10.469297033899712]]]}"
Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;1Da - Floresta Ombrófila Densa Aluvial;282;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-55.91070897460139,-10.471340524669106],[-55.908599461116545,-10.471340523642741],[-55.90859946111655,-10.469297022037788],[-55.91070897460139,-10.46929705596912],[-55.91070897460139,-10.471340524669106]]]}"
Savana;Savana;Savana;Em Conversao;Outros Usos;Outros Usos;Outros Usos;Outros Usos;Outros Usos;Em Conversao;4Ap - Pecuária (pastagens);283;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-52.88907620707536,-10.47134049805549],[-52.88701156157556,-10.471340477779982],[-52.88701156157556,-10.46929702001492],[-52.88907620707536,-10.469296996000004],[-52.88907620707536,-10.47134049805549]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Dse - Floresta Ombrófila Densa Submontana com dossel emergente;284;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-58.54733287026512,-10.475471847578513],[-58.54526824438231,-10.475471853197323],[-58.54526824438231,-10.473428442237847],[-58.54733287026512,-10.47342840045163],[-58.54733287026512,-10.475471847578513]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;4Ap - Pecuária (pastagens);285;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-52.55402241144818,-10.481646581471312],[-52.55195780451631,-10.481646573433933],[-52.55195780451632,-10.47960314064639],[-52.55402241144818,-10.47960317508204],[-52.55402241144818,-10.481646581471312]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;286;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-57.194685235652564,-10.489908913827875],[-57.192575728478715,-10.48990891388647],[-57.192575728478715,-10.487821183740895],[-57.19468523565257,-10.48782114399109],[-57.194685235652564,-10.489908913827875]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;2Sd - Savana Florestada;287;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-51.688358444761505,-10.489908961008231],[-51.68624891378481,-10.489908955795833],[-51.68624891378481,-10.487821136055372],[-51.688358444761505,-10.487821163656003],[-51.688358444761505,-10.489908961008231]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;288;3;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-51.05990261908391,-10.489908968757492],[-51.05779307917018,-10.48990893669204],[-51.05779307917018,-10.487821134393535],[-51.0599026190839,-10.48782118732943],[-51.05990261908391,-10.489908968757492]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Dse - Floresta Ombrófila Densa Submontana com dossel emergente;289;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-60.12264654471493,-10.49195225431501],[-60.12058189200593,-10.491952257872954],[-60.12058189200593,-10.489908958480235],[-60.12264654471493,-10.489908920879676],[-60.12264654471493,-10.49195225431501]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;290;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-54.680817042715596,-10.508431849675153],[-54.67875245764387,-10.508431835575749],[-54.67875245764387,-10.506388604307483],[-54.680817042715596,-10.506388576813814],[-54.680817042715596,-10.508431849675153]]]}"
Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;Campo;2Sd - Savana Florestada;291;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-52.17112307047353,-10.508431841738778],[-52.169058495099776,-10.50843182454353],[-52.169058495099776,-10.506388615549557],[-52.17112307047352,-10.506388587388566],[-52.17112307047353,-10.508431841738778]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Asp - Floresta Ombrófila Aberta Submontana com palmeiras;292;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-61.06743979050228,-10.510475082891682],[-61.06533027153917,-10.510475043603794],[-61.06533027153917,-10.50843185609235],[-61.06743979050228,-10.508431861877028],[-61.06743979050228,-10.510475082891682]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Asp - Floresta Ombrófila Aberta Submontana com palmeiras;293;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-60.58045606448464,-10.5146058743263],[-60.57839145107823,-10.514605830499798],[-60.57839145107823,-10.51256266169959],[-60.58045606448464,-10.512562672100344],[-60.58045606448464,-10.5146058743263]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Em Conversao;Outras Coberturas;Outras Coberturas;Outras Coberturas;Outras Coberturas;1Dse - Floresta Ombrófila Densa Submontana com dossel emergente;294;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-58.189388644073446,-10.514605859193402],[-58.187324009575576,-10.514605869347394],[-58.187324009575576,-10.512562702888893],[-58.189388644073446,-10.512562656104103],[-58.189388644073446,-10.514605859193402]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;2Sd - Savana Florestada;295;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-51.388672727815944,-10.520779810893869],[-51.3866081082162,-10.520779774153056],[-51.3866081082162,-10.518736615816358],[-51.38867272781594,-10.518736605993439],[-51.388672727815944,-10.520779810893869]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;296;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-51.170180908430865,-10.52077981500709],[-51.16811626362358,-10.520779754188744],[-51.16811626362359,-10.518736624239574],[-51.17018090843087,-10.518736638150349],[-51.170180908430865,-10.52077981500709]]]}"
Em Conversao;Outros Usos;Outros Usos;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;3Acc - Agricultura com Culturas Cíclicas;297;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-56.25200152328009,-10.52286735139964],[-56.249892010443546,-10.522867315257333],[-56.24989201044354,-10.520779813843282],[-56.25200152328009,-10.520779808934536],[-56.25200152328009,-10.52286735139964]]]}"
Floresta;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;298;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-54.60590685645632,-10.522867306018133],[-54.60384223108507,-10.522867306969975],[-54.60384223108507,-10.520779804489145],[-54.60590685645632,-10.52077976093974],[-54.60590685645632,-10.522867306018133]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;299;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-54.58925513029573,-10.526953567519675],[-54.58719050708283,-10.526953570722563],[-54.58719050708283,-10.524910448320858],[-54.58925513029573,-10.524910476139645],[-54.58925513029573,-10.526953567519675]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Dse - Floresta Ombrófila Densa Submontana com dossel emergente;300;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-60.01649754348642,-10.52904107793378],[-60.014432905811354,-10.529041124466062],[-60.014432905811354,-10.52695356970215],[-60.01649754348642,-10.526953564635722],[-60.01649754348642,-10.52904107793378]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;4Acc - Agricultura com Culturas Cíclicas;301;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-54.51228034486373,-10.531084146817483],[-54.51017078898825,-10.53108418912872],[-54.51017078898825,-10.529041058942855],[-54.51228034486373,-10.529041119266228],[-54.51228034486373,-10.531084146817483]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;302;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-53.475925226973544,-10.539300832714758],[-53.47386051547037,-10.53930078576428],[-53.47386051547037,-10.537257766196523],[-53.475925226973544,-10.537257769792411],[-53.475925226973544,-10.539300832714758]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;2Sd - Savana Florestada;303;3;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-50.870495181597015,-10.539300778404638],[-50.868430483399585,-10.539300760291825],[-50.868430483399585,-10.537257784979044],[-50.870495181597015,-10.537257755727365],[-50.870495181597015,-10.539300778404638]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Dsu - Floresta Ombrófila Densa Submontana com dossel uniforme;304;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-60.40568052885103,-10.5413881898157],[-60.40357109526322,-10.541388239446267],[-60.40357109526322,-10.539300794593597],[-60.40568052885103,-10.539300786467956],[-60.40568052885103,-10.5413881898157]]]}"
Floresta;Outros Usos;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;3Acc - Agricultura com Culturas Cíclicas;305;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-56.480906257026014,-10.541388214763863],[-56.4787967399119,-10.541388242442304],[-56.4787967399119,-10.539300760390693],[-56.480906257026014,-10.539300766089232],[-56.480906257026014,-10.541388214763863]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Dsu - Floresta Ombrófila Densa Submontana com dossel uniforme;306;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-59.63153358111669,-10.55577777265303],[-59.629468940965715,-10.555777774743762],[-59.629468940965715,-10.553734830217609],[-59.63153358111669,-10.55373486962472],[-59.63153358111669,-10.55577777265303]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;307;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-52.791275495094546,-10.555777732259738],[-52.78921086983266,-10.555777741977938],[-52.789210869832665,-10.553734835926486],[-52.791275495094546,-10.553734853278995],[-52.791275495094546,-10.555777732259738]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;2Sd - Savana Florestada;308;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-51.65299037130423,-10.561995280217118],[-51.65088091285423,-10.56199524369732],[-51.650880912854234,-10.559908004187891],[-51.65299037130423,-10.55990799256682],[-51.65299037130423,-10.561995280217118]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Fse - Floresta Estacional Semidecidual Submontana com dossel emergente;309;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-54.7349463159332,-10.568168223394826],[-54.732836800992835,-10.568168200217004],[-54.73283680099284,-10.566080944059465],[-54.73494631593321,-10.566080996823144],[-54.7349463159332,-10.568168223394826]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Asc - Floresta Ombrófila Aberta Submontana com cipós;310;2;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-58.029155269591776,-10.57021102654313],[-58.027090677201834,-10.570211060116053],[-58.02709067720182,-10.568168242839441],[-58.029155269591776,-10.568168247596152],[-58.029155269591776,-10.57021102654313]]]}"
Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;Savana;2Sps - Savana Parque sem floresta-de-galeria;311;2;CERRADO;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-50.55002844597798,-10.572253840258101],[-50.547963818966444,-10.572253869873895],[-50.54796381896644,-10.57021106801738],[-50.55002844597798,-10.570211060285825],[-50.55002844597798,-10.572253840258101]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;1Asp - Floresta Ombrófila Aberta Submontana com palmeiras;312;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-59.941587384765214,-10.578426599709882],[-59.93952274456595,-10.578426567940548],[-59.93952274456595,-10.57638381994439],[-59.941587384765214,-10.57638381748203],[-59.941587384765214,-10.578426599709882]]]}"
Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;Pastagem;2Sd - Savana Florestada;313;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-51.97134753962123,-10.580513769095486],[-51.96928291941777,-10.580513759732273],[-51.96928291941777,-10.578426616355124],[-51.97134753962123,-10.578426579120949],[-51.97134753962123,-10.580513769095486]]]}"
Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;Floresta Sazonal;2Sd - Savana Florestada;314;3;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-52.10456116849526,-10.584643623563323],[-52.102451661736616,-10.584643638377548],[-52.102451661736616,-10.582556498659287],[-52.10456116849526,-10.582556507401073],[-52.10456116849526,-10.584643623563323]]]}"
Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;Floresta;2Asc - Floresta Ombrófila Aberta Submontana com cipós;315;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-54.168923204708356,-10.588729025777072],[-54.1668136725923,-10.588729064153691],[-54.1668136725923,-10.586686360070713],[-54.168923204708356,-10.586686350981811],[-54.168923204708356,-10.588729025777072]]]}"
Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;Agua;1Paap - Formação Pioneira com influência fluvial e/ou lacustre arbustiva com palmeiras;316;1;AMAZONIA;"{""geodesic"":true,""type"":""Polygon"",""coordinates"":[[[-53.05554832052859,-10.588728995666814],[-53.053483702383616,-10.588729052006624],[-53.05348370238362,-10.58668631502016],[-53.05554832052859,-10.586686358077765],[-53.05554832052859,-10.588728995666814]]]}"
